review_id,governorate,service,rating,has_rating,review_text,review_text_norm,review_type,review_date_approx,sentiment,sentiment_score
58286a15c61a6328,القاهرة,مكتب السجل المدني,,False,خدمه سيىئه جدا و معامله اسوأ من موظف تسليم البطايق الاكسبريس اللى هى المفروض الخدمه السريعه الموضوع مفهوش نظام مش احسن حاجه و مفيش نص ساعه و ساعه دى فى ساعتين و ٣ خدمه غاليه جدا فمقابل ان فى اماكن تانيه زى المولات و العربيات مستوى ٥ نجوم و خدمه سريعه و موظفين بشوشه و بتخلص بطاقتك فنفس الوقت او تانى يوم و٢٠٠ جنيه,خدمه سييئه جدا و معامله اسوا من موظف تسليم البطايق الاكسبريس اللي هي المفروض الخدمه السريعه الموضوع مفهوش نظام مش احسن حاجه و مفيش نص ساعه و ساعه دي في ساعتين و ٣ خدمه غاليه جدا فمقابل ان في اماكن تانيه زي المولات و العربيات مستوي ٥ نجوم و خدمه سريعه و موظفين بشوشه و بتخلص بطاقتك فنفس الوقت او تاني يوم و٢٠٠ جنيه,complaint,2026-01-30,negative,0.893
7728874bdeabf1c1,القاهرة,مكتب السجل المدني,5.0,True,سريع فى المعاملات والناس تعاملهم محترم جدا وعندهم اغلب الخدمات شغالة الصبح وباليل,سريع في المعاملات والناس تعاملهم محترم جدا وعندهم اغلب الخدمات شغالة الصبح وباليل,both,2026-03-01,positive,0.876
3b81a5b3aa7be604,القاهرة,مكتب السجل المدني,4.0,True,مستوى الخدمة بقى مميز جدا لكن للأسف فيه بعض الموظفين يسيئون المعاملة لكن في المجملة التطور ملحوظ. ربنا يوفق بلدنا للخير دايما.,مستوي الخدمة بقي مميز جدا لكن للاسف فيه بعض الموظفين يسيئون المعاملة لكن في المجملة التطور ملحوظ. ربنا يوفق بلدنا للخير دايما.,both,2025-11-01,positive,0.992
c3feeb47af6aa9c2,القاهرة,مكتب السجل المدني,3.0,True,مكان جميل ونظيف ولاكن المعامله بالداخل بطيئه,مكان جميل ونظيف ولاكن المعامله بالداخل بطيئه,both,2026-04-30,neutral,0.412
0a4d1f8f9a93ad99,القاهرة,مكتب السجل المدني,5.0,True,ماشاءالله خدمات سريعة جدا وطبعا متاح لحد 9 مساءا ودي لوحدها كفاية,ماشاءالله خدمات سريعة جدا وطبعا متاح لحد 9 مساءا ودي لوحدها كفاية,both,2026-05-30,positive,0.861
76b370aab2b10265,القاهرة,مكتب السجل المدني,5.0,True,رائعه.. تعامل راقي سرعه في تنفيذ الخمات,رائعه.. تعامل راقي سرعه في تنفيذ الخمات,both,2026-04-30,positive,0.976
c3a6d3f2d2c8304f,القاهرة,مكتب السجل المدني,,False,لايوجد به مسجد للسيداتI can’t believe being in Egypt as a Muslim country and this place doesn’t designate women prayer area,لايوجد به مسجد للسيداتI can’t believe being in Egypt as a Muslim country and this place doesn’t designate women prayer area,complaint,2026-03-31,negative,0.903
029d2e30c17a1d4b,القاهرة,مكتب السجل المدني,5.0,True,تحسن كبير وسرعة في الخدمات 👏🏻👏🏻👏🏻 شكرا من القلب من سعودي محب لمصر ❤️❤️ …,تحسن كبير وسرعة في الخدمات 👏🏻👏🏻👏🏻 شكرا من القلب من سعودي محب لمصر ❤️❤️ …,both,2026-04-30,positive,0.997
6d403c8a6b0dbd3c,القاهرة,مكتب السجل المدني,5.0,True,تقدم كبير وملحوظ في تقديم الخدمات للجمهور والناس وخطوة يشكرو عليها,تقدم كبير وملحوظ في تقديم الخدمات للجمهور والناس وخطوة يشكرو عليها,both,2026-04-30,positive,0.995
c223ef4ba0e6b6b7,القاهرة,مكتب السجل المدني,3.0,True,عايز تشتري استمارة تحديث رقم قومي اما ب٥٠٠ ج المستعجلة او تطلع عالماكينة الخارجية بتاعت الخدمة الذاتية الاستمارة بقى ب٦٠ مش ب٥٠ عشان مجرد ان المكنة خدمتك طب هل هي خدمتك في ماكينتين مش بيقبلوا غير فئات 50 ج فقط و مش بياخدوا فيزا ولا اي عملات تانية و البصمة البيومترية مش شغالة في واحدة منهم اصلا طب عايز تطلع شهادة ميلاد ب80 مش ب50 زي باقي السجلات اصل احنا بنخدمك خدمة مميزة بالليل بعيدا عن انها اغلى من السجلات الاخرى لكن هتدفع فيزا هنزود 2.5% عقاب ليك عشان عايز تدفع من غير فلوس نقدية في ايدك مع العلم في اماكن جوا المجمع محتاجة فيزا فقط مفيش نقدي غير ان مفيش خدمة مميزة ولا حاجة المكان مش نضيف و مليان ورق مرمي في الارض و على المكاتب تجربة غير مميزة و في النهاية هو مكان حكومي زي اي مكان حكومي مهما تطور هيفضل حكومي بيحل مشكلة و بيخلق مشكلة تانية,عايز تشتري استمارة تحديث رقم قومي اما ب٥٠٠ ج المستعجلة او تطلع عالماكينة الخارجية بتاعت الخدمة الذاتية الاستمارة بقي ب٦٠ مش ب٥٠ عشان مجرد ان المكنة خدمتك طب هل هي خدمتك في ماكينتين مش بيقبلوا غير فئات 50 ج فقط و مش بياخدوا فيزا ولا اي عملات تانية و البصمة البيومترية مش شغالة في واحدة منهم اصلا طب عايز تطلع شهادة ميلاد ب80 مش ب50 زي باقي السجلات اصل احنا بنخدمك خدمة مميزة بالليل بعيدا عن انها اغلي من السجلات الاخري لكن هتدفع فيزا هنزود 2.5% عقاب ليك عشان عايز تدفع من غير فلوس نقدية في ايدك مع العلم في اماكن جوا المجمع محتاجة فيزا فقط مفيش نقدي غير ان مفيش خدمة مميزة ولا حاجة المكان مش نضيف و مليان ورق مرمي في الارض و علي المكاتب تجربة غير مميزة و في النهاية هو مكان حكومي زي اي مكان حكومي مهما تطور هيفضل حكومي بيحل مشكلة و بيخلق مشكلة تانية,both,2025-12-31,neutral,0.854
23e3bab0bd06cf4d,القاهرة,مكتب السجل المدني,,False,محدش فيهم بيشتغل بضمير و كله بيرمي علي كله,محدش فيهم بيشتغل بضمير و كله بيرمي علي كله,complaint,2026-06-22,negative,0.919
3e1b1ff5f1c17539,القاهرة,مكتب السجل المدني,,False,من اوسخ الاماكن والله كل مصالح الحكومية تقرف اقعد3ساعات عشان استلم بطاقه ودافع 500🔥 …,من اوسخ الاماكن والله كل مصالح الحكومية تقرف اقعد3ساعات عشان استلم بطاقه ودافع 500🔥 …,complaint,2026-01-30,negative,0.924
ac31fdc85faa91d7,القاهرة,مكتب السجل المدني,5.0,True,الحقيقة المكان نظيف منظم و التعامل كويس,الحقيقة المكان نظيف منظم و التعامل كويس,both,2026-04-30,positive,0.868
2e9ea64e5eb1506c,القاهرة,مكتب السجل المدني,3.0,True,جيد نوعا ما يحتاج إلى تنظيم,جيد نوعا ما يحتاج الي تنظيم,both,2024-06-29,positive,0.524
5ee42b6801a46d87,القاهرة,مكتب السجل المدني,5.0,True,ممتاز خدمات عامه ومكان تجاري مميز عن غيره,ممتاز خدمات عامه ومكان تجاري مميز عن غيره,both,2024-06-29,positive,0.933
207921c37ce2ef8c,القاهرة,مكتب السجل المدني,4.0,True,سجل مدنى شامل لاستخراج جميع الشهادات الميلاد والوفاة والزواج عربى ولغات اخرى المكان بقا منظم جدا وسريع,سجل مدني شامل لاستخراج جميع الشهادات الميلاد والوفاة والزواج عربي ولغات اخري المكان بقا منظم جدا وسريع,both,2026-05-30,neutral,0.962
2f9e03b56b0a16bd,القاهرة,مكتب السجل المدني,5.0,True,يوجد به ورق الرقم القومى بجميع فئته العادى والمستعجل. واذا كنت مغترب لك عمل البطاقه وشهدات الميلاد,يوجد به ورق الرقم القومي بجميع فئته العادي والمستعجل. واذا كنت مغترب لك عمل البطاقه وشهدات الميلاد,both,2026-03-01,neutral,0.944
0bfe62d60f35264c,القاهرة,مكتب السجل المدني,3.0,True,ياريت نعمل ارشادات توجيه بقوائم معلقه تفيد المواطنين ويتم توجيهم اولا للاوراق المطلوبه وثانيا للمكتب اللى يتوجه إليه,ياريت نعمل ارشادات توجيه بقوائم معلقه تفيد المواطنين ويتم توجيهم اولا للاوراق المطلوبه وثانيا للمكتب اللي يتوجه اليه,both,2025-12-01,neutral,0.69
945898eb9eb5f71f,القاهرة,مكتب السجل المدني,3.0,True,السلام عليكم ورحمة الله مبدأيًا : المكان لا يعمل بكامل خدماته من ٩ص : ٥م هذه كذبة أي خدمة في الدور الأول مثل مواليد الخارج وشهادات ميلادهم ... إلخ تعمل حتى الثالثة مساءً فقط الدور الأرضي هو الذي يعمل حتى الخامسة وهو به عدد من الخدمات مثل شهادات الميلاد والوفاة ....إلخ . ثانيًا والأهم مواليد الخارج المطلوب منكم لتوثيق مولدوكم -بارك الله فيه- بعد اتمام الاجراءات هناك والحصول على شهادة ميلاد موثقة من الخارج يأتي أحد الأقارب (عم ،خال، جد، خالة... إلخ ) من العصب ويقوم بتسجيله بشهادتين ميلاد للوالدين فقط وتستخرج بعد ذلك من أي سجل مدني في خلال ١٠ أيام . وقد صورت لكم المطلوب من الصور النالنعلقة للحالات المختلفة . وأعانكم الله على هذه البلاء😇,السلام عليكم ورحمة الله مبدايا : المكان لا يعمل بكامل خدماته من ٩ص : ٥م هذه كذبة اي خدمة في الدور الاول مثل مواليد الخارج وشهادات ميلادهم ... الخ تعمل حتي الثالثة مساء فقط الدور الارضي هو الذي يعمل حتي الخامسة وهو به عدد من الخدمات مثل شهادات الميلاد والوفاة ....الخ . ثانيا والاهم مواليد الخارج المطلوب منكم لتوثيق مولدوكم -بارك الله فيه- بعد اتمام الاجراءات هناك والحصول علي شهادة ميلاد موثقة من الخارج ياتي احد الاقارب (عم ،خال، جد، خالة... الخ ) من العصب ويقوم بتسجيله بشهادتين ميلاد للوالدين فقط وتستخرج بعد ذلك من اي سجل مدني في خلال ١٠ ايام . وقد صورت لكم المطلوب من الصور النالنعلقة للحالات المختلفة . واعانكم الله علي هذه البلاء😇,both,2019-07-01,negative,0.646
07b5156374221456,القاهرة,مكتب السجل المدني,5.0,True,التصريح الأمني لتركيا 🇹🇷✈️ • أقل من 18 سنة أو أكبر من 40 سنة مش محتاج تصريح أمني. • الفئة من 18 لـ 40 سنة لازم تصريح، والأوراق المطلوبة: 1. جواز سفر أصلي + صورة. 2. الفيزا + صورة منها. 3. إثبات عمل (كارنيه نقابة / HR Letter / برنت تأمينات). 4. صورة بطاقة الأب أو شهادة وفاة أو أي مستند رسمي يوضح تاريخ الميلاد والرقم القومي. 🕗 مواعيد التقديم: من الساعة 8 صباحًا لـ 5 مساءً.,التصريح الامني لتركيا 🇹🇷✈️ • اقل من 18 سنة او اكبر من 40 سنة مش محتاج تصريح امني. • الفئة من 18 ل 40 سنة لازم تصريح، والاوراق المطلوبة: 1. جواز سفر اصلي + صورة. 2. الفيزا + صورة منها. 3. اثبات عمل (كارنيه نقابة / HR Letter / برنت تامينات). 4. صورة بطاقة الاب او شهادة وفاة او اي مستند رسمي يوضح تاريخ الميلاد والرقم القومي. 🕗 مواعيد التقديم: من الساعة 8 صباحا ل 5 مساء.,both,2025-10-02,neutral,0.989
5053bb805a0ca76a,القاهرة,مكتب السجل المدني,5.0,True,ممتاز في كل حاجة انت عايزها A_Z,ممتاز في كل حاجة انت عايزها A_Z,both,2026-03-01,positive,0.993
515916134b293a66,القاهرة,مكتب السجل المدني,5.0,True,موظفين رائعين ملتزمين بالنظام والقانون,موظفين رائعين ملتزمين بالنظام والقانون,both,2026-05-30,positive,0.967
ac1e58eadd3a799b,القاهرة,مكتب السجل المدني,5.0,True,خدمة متميزة ومتطورة لقضاء المصالح الحكومية وبسرعة وانجاز,خدمة متميزة ومتطورة لقضاء المصالح الحكومية وبسرعة وانجاز,both,2024-06-29,positive,0.958
223ea264f1851ed9,القاهرة,مكتب السجل المدني,5.0,True,مفيش غلطه و احسن حاجه ان في فتره مسائيه,مفيش غلطه و احسن حاجه ان في فتره مسائيه,both,2026-05-30,negative,0.446
492268ad876936e6,القاهرة,مكتب السجل المدني,3.0,True,مفيش مكان للركنه لو جيت متأخر,مفيش مكان للركنه لو جيت متاخر,both,2026-05-30,negative,0.549
07deaae029aed27f,القاهرة,مكتب السجل المدني,4.0,True,العدد الموظفين اقل من عدد الشبابيك وبالتالي التأخير في تقديم الخدمات,العدد الموظفين اقل من عدد الشبابيك وبالتالي التاخير في تقديم الخدمات,both,2026-03-31,negative,0.963
fdcc9f7f321aee88,القاهرة,مكتب السجل المدني,4.0,True,خدمة جيدة ومنظمة بإستخدام الكمبيوتر..لايوجد ازدحام لان اليوم هو السبت,خدمة جيدة ومنظمة باستخدام الكمبيوتر..لايوجد ازدحام لان اليوم هو السبت,both,2023-06-30,positive,0.79
509301f723205f7e,القاهرة,مكتب السجل المدني,,False,مكان قمة الزبالة فى المعاملة غالى والخدمة سيئة للغاية مكان الاستلام البطاقة المستعجلة مغلق وتستغرق اكتر من ستة ساعات ودي ال vip,مكان قمة الزبالة في المعاملة غالي والخدمة سيئة للغاية مكان الاستلام البطاقة المستعجلة مغلق وتستغرق اكتر من ستة ساعات ودي ال vip,complaint,2025-06-29,negative,0.995
cecbdcd0a55f4852,القاهرة,مكتب السجل المدني,,False,زحمه جدا جدا موظفين زي الزفت ممكن تفضل تكلم زمليتها عن الطبيخ وتسيبك واقف ع الشباك حصلت في التصحيح والقيد تدفع كذا حاجه وتستلم من مكان تالت,زحمه جدا جدا موظفين زي الزفت ممكن تفضل تكلم زمليتها عن الطبيخ وتسيبك واقف ع الشباك حصلت في التصحيح والقيد تدفع كذا حاجه وتستلم من مكان تالت,complaint,2025-12-31,negative,0.917
be90d13df912d0a8,القاهرة,مكتب السجل المدني,5.0,True,انجاز سريع وموظفين راقيين متعاونين في التعامل,انجاز سريع وموظفين راقيين متعاونين في التعامل,both,2025-12-31,positive,0.964
690bef1433aa7530,القاهرة,مكتب السجل المدني,5.0,True,سجل نموذجي وموظفين متعاونين واحترام,سجل نموذجي وموظفين متعاونين واحترام,both,2025-12-31,positive,0.978
622fcfbe6ee81dbc,القاهرة,مكتب السجل المدني,5.0,True,تحيا مصر,تحيا مصر,both,2026-03-01,positive,0.983
1da62bcb6b9494bf,القاهرة,مكتب السجل المدني,5.0,True,فوجئت بأن الخدمة اصبحت علي درجة عاليه من الرقى وكأني في بنك من البنوك.,فوجئت بان الخدمة اصبحت علي درجة عاليه من الرقي وكاني في بنك من البنوك.,both,2023-06-30,positive,0.977
0c80f03e3a493fe5,القاهرة,مكتب السجل المدني,3.0,True,يحتاج إلى شيئ من التنظيم أكثر والمعامله تكون افضل لأنهم هما مش وحشين قوى وكذلك ليس كويسين قوى,يحتاج الي شيئ من التنظيم اكثر والمعامله تكون افضل لانهم هما مش وحشين قوي وكذلك ليس كويسين قوي,both,2022-06-30,negative,0.757
a9d3fd09ccd9b596,القاهرة,مكتب السجل المدني,5.0,True,موظفين محترمين جدا جدا وبشگل مشرف لمنطقة بولاق ابو العلا ووزارة الداخلية المحترمة 🙏🙏👍👍 …,موظفين محترمين جدا جدا وبشگل مشرف لمنطقة بولاق ابو العلا ووزارة الداخلية المحترمة 🙏🙏👍👍 …,both,2024-06-29,positive,0.993
e293b77199ba8d13,القاهرة,مكتب السجل المدني,,False,ممتاذ ونظافه جميله وحسن استقبال وحل جميع العقابات,ممتاذ ونظافه جميله وحسن استقبال وحل جميع العقابات,complaint,2022-06-30,positive,0.973
b651016594a3c714,القاهرة,مكتب السجل المدني,5.0,True,ممتازه جدا وعلي العموم اعلي مستوي,ممتازه جدا وعلي العموم اعلي مستوي,both,2024-06-29,positive,0.976
09fae7715a14bb06,القاهرة,مكتب السجل المدني,5.0,True,موظفين فى منتهى الإحترام سرعة ودقة فى الأداء امين السجل راجل خدوووم جدااا,موظفين في منتهي الاحترام سرعة ودقة في الاداء امين السجل راجل خدوووم جدااا,both,2021-06-30,positive,0.958
2cc9034915ba4a42,القاهرة,مكتب السجل المدني,5.0,True,منظم وناس محترمه جدا في التعامل مع المواطنين,منظم وناس محترمه جدا في التعامل مع المواطنين,both,2022-06-30,positive,0.961
7facaf6c1c737f4f,القاهرة,مكتب السجل المدني,5.0,True,المكان منظم و العدد قليل,المكان منظم و العدد قليل,both,2025-06-29,neutral,0.761
720a51812bf36468,القاهرة,مكتب السجل المدني,,False,المكان ممتاز والخدمات ممتازه,المكان ممتاز والخدمات ممتازه,complaint,2022-06-30,positive,0.926
8536808fc492e7f7,القاهرة,مكتب السجل المدني,5.0,True,مكان محترم وخدمة سريعة,مكان محترم وخدمة سريعة,both,2021-06-30,positive,0.896
a95a3466c5b546e6,القاهرة,مكتب السجل المدني,5.0,True,معامله فوق فوق الممتازه,معامله فوق فوق الممتازه,both,2021-06-30,negative,0.633
5de27eef6151cdd1,القاهرة,مكتب السجل المدني,,False,اسوء خدمة حكومية في العالم,اسوء خدمة حكومية في العالم,complaint,2024-06-29,negative,0.993
0577057d392c8410,القاهرة,مكتب السجل المدني,5.0,True,خدمة مميزة جدا,خدمة مميزة جدا,both,2023-06-30,positive,0.811
f641b338157a1119,القاهرة,مكتب السجل المدني,5.0,True,ناس محترمه ومتعاونه,ناس محترمه ومتعاونه,both,2023-06-30,positive,0.957
e219dad167457c1f,القاهرة,مكتب السجل المدني,,False,معمله زفت,معمله زفت,complaint,2022-06-30,neutral,0.681
3a1ce5c7c854ddd6,القاهرة,مكتب السجل المدني,5.0,True,خدمة ممتازة,خدمة ممتازة,both,2023-06-30,positive,0.703
6956fe2d977b5514,القاهرة,مكتب السجل المدني,5.0,True,ممتاز جدا,ممتاز جدا,both,2023-06-30,positive,0.954
c654e77847034137,القاهرة,مكتب السجل المدني,3.0,True,معقول و بيعطل كتير,معقول و بيعطل كتير,both,2017-07-01,negative,0.962
642e07971f8e7d75,القاهرة,مكتب السجل المدني,5.0,True,جيد جدا,جيد جدا,both,2020-06-30,positive,0.894
dafee5a0c9d4e67d,القاهرة,مكتب السجل المدني,5.0,True,احسان خدم,احسان خدم,both,2023-06-30,positive,0.593
fbd12446250b0a31,القاهرة,مكتب السجل المدني,5.0,True,الله يبارك فيكم,الله يبارك فيكم,both,2021-06-30,positive,0.992
2a5917f4bd8a9c24,القاهرة,مكتب السجل المدني,5.0,True,ممتاز,ممتاز,both,2021-06-30,positive,0.909
c5fc60cb010ea3e7,القاهرة,مكتب السجل المدني,2.0,True,مازويول,مازويول,both,2017-07-01,neutral,0.959
1db06855d2172d55,القاهرة,مكتب السجل المدني,,False,ازبل سجل مدني وفي موظفات قليله الادب وبتقل ادبها عل المواطنين,ازبل سجل مدني وفي موظفات قليله الادب وبتقل ادبها عل المواطنين,complaint,2026-01-30,negative,0.996
9a63e0ef0e4020f7,القاهرة,مكتب السجل المدني,,False,يعنى الموظفه كانت قمه فى قلة الزوق والتعامل اسوء حاجه الصراحه ومردتش تطلعلى شهادة ميلاد مع ان اخويا مطلعها من نفس المكان بحجة ان مفيش موظفين دلوقتى غير اتنين بس وسعتها كان فيه وانا اصلا ريحه يوم السبت وبدرى اول مفتحو ومكنش فى السجل كله غير اتنين بس لسه واتسببوا فى انا ريت اروح مكان تانى وتأخرت على شغلى مع ان ديه مشكلتهم هما والمفروض يكون فى تنبيه بأن الأماكن اتغيرت وخسااره النجمه حتى اللى حطتها بس عشان التعليق,يعني الموظفه كانت قمه في قلة الزوق والتعامل اسوء حاجه الصراحه ومردتش تطلعلي شهادة ميلاد مع ان اخويا مطلعها من نفس المكان بحجة ان مفيش موظفين دلوقتي غير اتنين بس وسعتها كان فيه وانا اصلا ريحه يوم السبت وبدري اول مفتحو ومكنش في السجل كله غير اتنين بس لسه واتسببوا في انا ريت اروح مكان تاني وتاخرت علي شغلي مع ان ديه مشكلتهم هما والمفروض يكون في تنبيه بان الاماكن اتغيرت وخسااره النجمه حتي اللي حطتها بس عشان التعليق,complaint,2025-06-29,negative,0.987
9cf7a43fe862e053,القاهرة,مكتب السجل المدني,4.0,True,ممم هيييه أربع نجوم..أظن تقدُّم إلى حد معيّن بس..لإن شهادة للَّه كانوا أسوأ من كدة فى السجل المدنى بالذات..يالا كويس الحمد للَّه إن الدنيا بقت أفضل!,ممم هيييه اربع نجوم..اظن تقدم الي حد معين بس..لان شهادة لله كانوا اسوا من كدة في السجل المدني بالذات..يالا كويس الحمد لله ان الدنيا بقت افضل!,both,2021-06-30,negative,0.96
ad05db0f164a3e2f,القاهرة,مكتب السجل المدني,5.0,True,السلام عليكم ورحمة الله وبركاته لدي طفل يبلغ من العمر 8 ايام واريد تغير الاسم لاسم اخر ما هي الاوراق المطلوبه,السلام عليكم ورحمة الله وبركاته لدي طفل يبلغ من العمر 8 ايام واريد تغير الاسم لاسم اخر ما هي الاوراق المطلوبه,both,2025-06-29,neutral,0.986
36e735be71788503,القاهرة,مكتب السجل المدني,4.0,True,خدمة ممتازة بس المكان ضيق جدا جدا ..... المكان محتاج شوية اهتمام من الجهات المختصة لتوفير إمكان انتظار تتلائم مع قيمة الشرطه المصرية الحريصة علي خدمه و امان مصالح الشعب المصرى .....,خدمة ممتازة بس المكان ضيق جدا جدا ..... المكان محتاج شوية اهتمام من الجهات المختصة لتوفير امكان انتظار تتلائم مع قيمة الشرطه المصرية الحريصة علي خدمه و امان مصالح الشعب المصري .....,both,2021-06-30,positive,0.524
783dd596a7ff1e05,القاهرة,مكتب السجل المدني,5.0,True,المكان منظم وموظفين محترمين بس ليه مفيش فيش سريع في نفس اليوم,المكان منظم وموظفين محترمين بس ليه مفيش فيش سريع في نفس اليوم,both,2023-06-30,positive,0.85
bb1248742e09451b,القاهرة,مكتب السجل المدني,,False,زى الزفت والموظفات إللى هناك مش عايزين يشتغلوا وفى موظفة هناك بتقولى قدم الطلب وتعالى بعد اسبوع أو عشر ايام كانت بتفسحنى ورحت مكتب سجل مدنى فى الساحل وأصولهما الاجرائات وأنا واقف,زي الزفت والموظفات اللي هناك مش عايزين يشتغلوا وفي موظفة هناك بتقولي قدم الطلب وتعالي بعد اسبوع او عشر ايام كانت بتفسحني ورحت مكتب سجل مدني في الساحل واصولهما الاجرائات وانا واقف,complaint,2021-06-30,neutral,0.695
941d99aada89b948,القاهرة,مكتب السجل المدني,5.0,True,رااااااااااااااائع و راااااااااااااااااايق أى حد عايز يعمل أى حاجه فى السجل المدني يروح قسم شبرا باقى الأقسام الزحمة فيها بشعة و عن تجربة,رااااااااااااااائع و راااااااااااااااااايق اي حد عايز يعمل اي حاجه في السجل المدني يروح قسم شبرا باقي الاقسام الزحمة فيها بشعة و عن تجربة,both,2021-06-30,negative,0.898
9cb072a1a57660fd,القاهرة,مكتب السجل المدني,3.0,True,التنظيم مش احسن حاجة لاكن خدمة جيدة,التنظيم مش احسن حاجة لاكن خدمة جيدة,both,2024-06-29,positive,0.918
